=== HANDZ INPUT RECORDING (SINGLE ROUND) ===
Date: 2026-03-04T01:54:15.480Z
Match Type: Player vs CPU | Mode: Normal

--- FIGHT SETTINGS ---
Player (BoxerPuncher) vs Wolfgang "Superman" Aruzenai Jr. (BoxerPuncher)
Player Level: 100 | Enemy Level: 100
AI Difficulty: champion
Round Duration: 60s | Timer Speed: double | Total Rounds: 3
Player Arm: 60" | Enemy Arm: 60"

=== ROUND 1 === (60.0s)

--- PUNCH SUMMARY ---
PLAYER:
  jab: 8 thrown, 2 landed (25%) 1 charged 5 body
  cross: 19 thrown, 7 landed (37%) 13 body
  leftUppercut: 4 thrown, 0 landed (0%) 1 charged 3 body
  rightUppercut: 2 thrown, 1 landed (50%) 2 body
ENEMY:
  jab: 5 thrown, 0 landed (0%)
  cross: 8 thrown, 0 landed (0%)
  leftHook: 8 thrown, 0 landed (0%) 1 body
  rightHook: 9 thrown, 2 landed (22%) 6 body
  leftUppercut: 4 thrown, 0 landed (0%) 4 body
  rightUppercut: 6 thrown, 0 landed (0%) 6 body

--- MOVEMENT ---
Player distance traveled: 3494px | Avg dist from enemy: 106px
Time in range: 7s | Out of range: 23.7s

--- DEFENSE ---
Player: 15 ducks, 12 full guards, 4 blocks hit, 6 dodges
Enemy: 78 ducks, 90 full guards, 5 blocks hit, 2 dodges

--- KNOCKDOWNS ---
Player scored: 0 | Enemy scored: 0

--- EVENT LOG ---
Time(ms) | Actor  | Event      | Details                                  | Positions (P/E) | Dist | Stam(P/E)
    1160 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,296)/(452,337) |  110 | 2500/2500
    1173 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,299)/(451,338) |  109 | 2500/2500
    1187 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,301)/(451,339) |  108 | 2500/2500
    1200 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,304)/(451,340) |  107 | 2500/2500
    1200 | player | move       | pDef=duck pStance=neutral pRhythm=2 pPun | (350,304)/(451,340) |  107 | 2500/2500
    1213 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,307)/(450,341) |  106 | 2500/2500
    1227 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,309)/(450,342) |  105 | 2500/2500
    1241 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,312)/(450,344) |  104 | 2500/2500
    1254 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,314)/(449,345) |  104 | 2500/2500
    1267 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,317)/(449,346) |  103 | 2500/2500
    1280 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,320)/(448,347) |  102 | 2500/2500
    1294 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,322)/(448,348) |  102 | 2500/2500
    1307 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,325)/(448,349) |  101 | 2500/2500
    1307 | player | move       | pDef=duck pStance=neutral pRhythm=2 pPun | (350,325)/(448,349) |  101 | 2500/2500
    1307 | player | punch      | punch=jab feint=false charged=false body | (350,327)/(448,349) |  100 | 2499/2500
    1321 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,327)/(448,350) |  100 | 2499/2500
    1334 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,330)/(447,352) |  100 | 2499/2500
    1347 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,333)/(447,351) |   99 | 2500/2500
    1361 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,335)/(447,350) |   98 | 2500/2500
    1373 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,338)/(446,349) |   97 | 2500/2500
    1386 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,340)/(446,349) |   96 | 2500/2500
    1400 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,343)/(446,348) |   96 | 2500/2500
    1400 | player | move       | pDef=duck pStance=neutral pRhythm=2 pPun | (350,343)/(446,348) |   96 | 2500/2500
    1413 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,345)/(445,347) |   95 | 2500/2500
    1427 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,348)/(445,347) |   95 | 2500/2500
    1440 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,351)/(445,346) |   95 | 2500/2500
    1454 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,353)/(444,345) |   95 | 2500/2500
    1466 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,356)/(444,345) |   95 | 2500/2500
    1481 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,358)/(444,344) |   95 | 2500/2500
    1494 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (353,358)/(443,343) |   92 | 2500/2500
    1507 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=1 pGu | (355,358)/(443,343) |   89 | 2500/2500
